"telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"Nagyfüged","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Nagygeresd","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Nagygyimót","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Nagygörbő","HH","Zalaszentgróti","Zala","Nyugat-Dunántúl",0
"Nagyhajmás","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Nagyhalász","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Nagyharsány","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Nagyhegyes","nem_hatranyos _besorolasu","Hajdúszoboszlói","Hajdú-Bihar","Észak-Alföld",0
"Nagyhuta","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nagyhódos","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nagyigmánd","nem_hatranyos _besorolasu","Komáromi","Komárom-Esztergom","Közép-Dunántúl",0
"Nagyiván","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Nagykamarás","LHHK","Mezőkovácsházai","Békés","Dél-Alföld",0
"Nagykanizsa","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Nagykapornak","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Nagykarácsony","nem_hatranyos _besorolasu","Dunaújvárosi","Fejér","Közép-Dunántúl",0
"Nagykereki","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Nagykeresztúr","LHHK","Bátonyterenyei","Nógrád","Észak-Magyarország",0
"Nagykinizs","LHHK","Szikszói","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nagykorpád","HH","Nagyatádi","Somogy","Dél-Dunántúl",0
"Nagykovácsi","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"Nagykozár","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Nagykutas","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Nagykálló","HH","Nagykállói","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nagykáta","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Nagykónyi","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Nagykökényes","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Nagykölked","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Nagykörű","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Nagykőrös","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",1
"Nagylak","HH","Makói","Csongrád","Dél-Alföld",0
"Nagylengyel","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Nagylóc","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Nagylók","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"Nagylózs","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Nagymaros","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"Nagymizdó","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Nagymágocs","HH","Szentesi","Csongrád","Dél-Alföld",0
"Nagymányok","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Nagynyárád","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Nagyoroszi","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Nagypall","HH","Pécsváradi","Baranya","Dél-Dunántúl",0
"Nagypeterd","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Nagypirit","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Nagypáli","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Nagyrada","HH","Zalakarosi","Zala","Nyugat-Dunántúl",0
"Nagyrozvágy","LHHK","Bodrogközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nagyrábé","LHH","Püspökladányi","Hajdú-Bihar","Észak-Alföld",0
"Nagyrákos","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Nagyrécse","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Nagyréde","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Nagyrév","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Nagysimonyi","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Nagyszakácsi","HH","Marcali","Somogy","Dél-Dunántúl",0
"Nagyszekeres","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nagyszentjános","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Nagyszokoly","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Nagyszékely","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Nagyszénás","HH","Orosházai","Békés","Dél-Alföld",0
"Nagysáp","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"Nagytarcsa","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",1
"Nagytevel","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Nagytilaj","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Nagytálya","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Nagytótfalu","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Nagytőke","HH","Szentesi","Csongrád","Dél-Alföld",0
"Nagyvarsány","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nagyvejke","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Nagyveleg","nem_hatranyos _besorolasu","Móri","Fejér","Közép-Dunántúl",0
"Nagyvenyim","nem_hatranyos _besorolasu","Dunaújvárosi","Fejér","Közép-Dunántúl",0
"Nagyvisnyó","HH","Bélapátfalvai","Heves","Észak-Magyarország",0
"Nagyváty","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Nagyvázsony","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Nagyér","HH","Makói","Csongrád","Dél-Alföld",0
"Nagyút","HH","Füzesabonyi","Heves","Észak-Magyarország",0
"Nak","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Napkor","nem_hatranyos _besorolasu","Nyíregyházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Narda","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Naszály","nem_hatranyos _besorolasu","Tatai","Komárom-Esztergom","Közép-Dunántúl",0
"Nekézseny","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nemesapáti","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Nemesbikk","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nemesborzova","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nemesbük","nem_hatranyos _besorolasu","Hévízi","Zala","Nyugat-Dunántúl",0
"Nemesbőd","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Nemescsó","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"Nemesdéd","HH","Marcali","Somogy","Dél-Dunántúl",0
"Nemesgulács","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Nemesgörzsöny","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",1
"Nemeshany","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Nemeshetés","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Nemeske","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Nemeskeresztúr","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Nemeskisfalud","HH","Marcali","Somogy","Dél-Dunántúl",0
"Nemeskocs","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Nemeskolta","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Nemeskér","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Nemesládony","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Nemesmedves","nem_hatranyos _besorolasu","Szentgotthárdi","Vas","Nyugat-Dunántúl",0
"Nemesnádudvar","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Nemesnép","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Nemespátró","nem_hatranyos _besorolasu","Nagykanizsai","Zala","Nyugat-Dunántúl",0
"Nemesrempehollós","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Nemesrádó","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Nemesszalók","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Nemesszentandrás","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Nemessándorháza","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Nemesvid","HH","Marcali","Somogy","Dél-Dunántúl",0
"Nemesvita","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Nemesvámos","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Nemti","LHHK","Bátonyterenyei","Nógrád","Észak-Magyarország",0
"Neszmély","nem_hatranyos _besorolasu","Tatai","Komárom-Esztergom","Közép-Dunántúl",0
"Nick","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Nikla","HH","Marcali","Somogy","Dél-Dunántúl",0
"Noszlop","nem_hatranyos _besorolasu","Ajkai","Veszprém","Közép-Dunántúl",0
"Noszvaj","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Nova","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Novaj","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Novajidrány","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nyalka","nem_hatranyos _besorolasu","Pannonhalmai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Nyergesújfalu","nem_hatranyos _besorolasu","Esztergomi","Komárom-Esztergom","Közép-Dunántúl",0
"Nyim","nem_hatranyos _besorolasu","Siófoki","Somogy","Dél-Dunántúl",0
"Nyirád","nem_hatranyos _besorolasu","Ajkai","Veszprém","Közép-Dunántúl",0
"Nyomár","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nyugotszenterzsébet","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Nyáregyháza","nem_hatranyos _besorolasu","Monori","Pest","Közép-magyarország",0
"Nyárlőrinc","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Nyársapát","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Nyárád","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Nyékládháza","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nyésta","LHHK","Szikszói","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nyíracsád","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Nyíradony","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Nyírbogdány","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Nyírbogát","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírbátor","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Nyírbéltek","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírcsaholy","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírcsászári","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírderzs","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyíregyháza","nem_hatranyos _besorolasu","Nyíregyházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Nyírgelse","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírgyulaj","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyíri","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Nyíribrony","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírjákó","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírkarász","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírkáta","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírkércs","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírlugos","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírlövő","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírmada","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírmeggyes","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírmihálydi","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírmártonfalva","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Nyírparasznya","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírpazony","nem_hatranyos _besorolasu","Nyíregyházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírpilis","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírtass","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírtelek","nem_hatranyos _besorolasu","Nyíregyházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírtura","nem_hatranyos _besorolasu","Nyíregyházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírtét","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírvasvári","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nyírábrány","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Nyúl","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Nyőgér","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Nábrád","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Nádasd","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Nádasdladány","nem_hatranyos _besorolasu","Székesfehérvári","Fejér","Közép-Dunántúl",0
"Nádudvar","LHH","Püspökladányi","Hajdú-Bihar","Észak-Alföld",0
"Nágocs","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Nárai","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Négyes","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Németbánya","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Németfalu","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Németkér","nem_hatranyos _besorolasu","Paksi","Tolna","Dél-Dunántúl",0
"Nézsa","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Nógrád","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Nógrádkövesd","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Nógrádmarcal","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Nógrádmegyer","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Nógrádsipek","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Nógrádszakál","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Nógrádsáp","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Nóráp","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Nőtincs","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Okorvölgy","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Okorág","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Okány","LHHK","Sarkadi","Békés","Dél-Alföld",0
"Olasz","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Olaszfa","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Olaszfalu","nem_hatranyos _besorolasu","Zirci","Veszprém","Közép-Dunántúl",0
"Olaszliszka","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Olcsva","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Olcsvaapáti","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Old","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Oltárc","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Onga","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Orbányosfa","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Orci","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Ordacsehi","nem_hatranyos _besorolasu","Fonyódi","Somogy","Dél-Dunántúl",0
"Ordas","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Orfalu","nem_hatranyos _besorolasu","Szentgotthárdi","Vas","Nyugat-Dunántúl",0
"Orfű","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Orgovány","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Ormosbánya","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Ormándlak","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Orosháza","HH","Orosházai","Békés","Dél-Alföld",1
"Oroszi","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Oroszlány","nem_hatranyos _besorolasu","Oroszlányi","Komárom-Esztergom","Közép-Dunántúl",0
"Oroszló","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Orosztony","HH","Zalakarosi","Zala","Nyugat-Dunántúl",0
"Ortaháza","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Osli","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Ostffyasszonyfa","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Ostoros","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Oszkó","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Oszlár","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Osztopán","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Ozmánbük","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Ozora","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Pacsa","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Padár","HH","Pacsai","Zala","Nyugat-Dunántúl",0
"Pakod","HH","Zalaszentgróti","Zala","Nyugat-Dunántúl",0
"Paks","nem_hatranyos _besorolasu","Paksi","Tolna","Dél-Dunántúl",0
"Palkonya","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Palotabozsok","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Palotás","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Paloznak","nem_hatranyos _besorolasu","Balatonfüredi","Veszprém","Közép-Dunántúl",0
"Palé","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Pamlény","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Pamuk","LHHK","Lengyeltóti","Somogy","Dél-Dunántúl",0
"Pankasz","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Pannonhalma","nem_hatranyos _besorolasu","Pannonhalmai","Győr-Moson-Sopron","Nyugat-Dunántúl",1
"Panyola","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Pap","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Papkeszi","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",1
"Papos","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Parasznya","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Parád","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Parádsasvár","nem_hatranyos _besorolasu","Pétervásárai","Heves","Észak-Magyarország",0
"Paszab","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Pat","HH","Zalakarosi","Zala","Nyugat-Dunántúl",0
"Patak","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Patalom","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Patapoklosi","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Patca","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Patosfa","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Patvarc","nem_hatranyos _besorolasu","Balassagyarmati","Nógrád","Észak-Magyarország",0
"Pecöl","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Pellérd","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Penc","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"Penyige","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Penészlek","LHHK","Nyírbátori","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Perbál","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"Pere","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Perecse","LHHK","Encsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Pereked","HH","Pécsváradi","Baranya","Dél-Dunántúl",0
"Perenye","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Peresznye","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"Pereszteg","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Perkupa","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Perkáta","nem_hatranyos _besorolasu","Adonyi","Fejér","Közép-Dunántúl",0
"Perőcsény","HH","Szobi","Pest","Közép-magyarország",0
"Peterd","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Pethőhenye","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Petneháza","LHHK","Baktalórántházai","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Petrikeresztúr","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Petrivente","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Pettend","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Petőfibánya","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Petőfiszállás","nem_hatranyos _besorolasu","Kiskunfélegyházai","Bács-Kiskun","Dél-Alföld",0
"Petőháza","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
